PCA_Type,MC_e1,MC_f4,MC_a2,MC_b5,MC_a3,MC_b6,MC_ae2,MC_a8,MC_b10,MC_c8,MC_d10,MC_SDDD,MC_c7,MC_d9,MC_ae3,MC_ae7,MC_c2,MC_d5,MC_a1,MC_b4,MC_a7,MC_b9,MC_BpGL,MC_BatfGL,MC_BdGL
Non-draught cattle,0.677165354,0.67209934,0.804169966,0.774193548,0.938404681,0.842737095,0.30482977,0.907926103,0.836959762,0.911203814,0.84023845,1.446679317,1.05666897,1.086738628,0.355712966,0.399101589,0.807073106,0.777226358,1.090551181,1.089639115,1.052868003,1.082498072,0.318243902,0.269804878,0.307073171
Non-draught cattle,0.721680672,0.699736941,0.84201302,0.768728791,0.979609671,0.848947824,0.304456685,0.954855196,0.833333333,0.893810335,0.800509338,1.460756833,1.013196009,1.032105071,0.354209147,0.391374316,0.788182273,0.738449491,1.130420168,1.106726794,1.082394593,1.074425392,0.36920398,0.304228856,0.334427861
Non-draught cattle,0.641908007,0.683068578,0.866363149,0.840831435,0.964807635,0.908895045,0.361810391,0.923494148,0.869296438,0.883813874,0.863997645,1.571038251,1.050916497,1.100074963,0.402922756,0.458587916,0.829137654,0.83570615,1.102214651,1.144130182,1.098099117,1.106821589,0.357905759,0.310575916,0.347329843
Non-draught cattle,0.637251074,0.655744504,0.789125864,0.765657776,0.893841443,0.857958361,0.298888555,0.864429089,0.844907407,0.854886476,0.815806878,1.381953028,0.974128234,1.018159307,0.338550527,0.373078365,0.780414539,0.739286785,1.025771183,1.059726255,0.985001875,1.05447792,0.281682692,0.246971154,0.271057692
Non-draught cattle,0.646105041,0.674204676,0.817014446,0.805360043,0.958267964,0.912296841,0.326645265,0.950513539,0.877063679,0.95393713,0.873231132,1.663329161,1.065345846,1.096225019,0.383118921,0.424400417,0.819957196,0.801840823,1.076489249,1.140283634,1.061522419,1.101036269,0.34575,0.2896,0.3193
Non-draught cattle,0.704780115,0.654049654,0.85358879,0.808602771,0.979652117,0.925033025,0.326565628,0.985473754,0.92198815,0.948827996,0.889071758,1.6349065,1.076807793,1.140625,0.37479488,0.427875609,0.821847298,0.779734411,1.141491396,1.14000814,1.118396403,1.18285473,0.325873016,0.274973545,0.325873016
Non-draught cattle,0.689684329,0.704203743,0.840771231,0.814616756,0.95544067,0.888672825,0.310658579,0.944512047,0.869027811,0.874665369,0.844307107,1.606578523,0.975305292,1.081278539,0.353028065,0.389145183,0.778596187,0.79144385,1.093855693,1.121816508,1.053188602,1.112937595,0.38279661,0.297372881,0.337118644
Non-draught cattle,0.655866625,0.651025374,0.818361303,0.798069397,0.909739369,0.838311866,0.303800592,0.904034896,0.841772152,0.854961832,0.791964777,1.500953592,0.962849248,1.00348675,0.337722908,0.377955173,0.773938796,0.7508479,1.043095313,1.063260341,1.01811483,1.066596932,0.363472222,0.309768519,0.324166667
Non-draught cattle,0.745266781,0.676524279,0.839939024,0.796780153,0.975509,0.880431613,0.289888211,0.985101311,0.880945433,0.947854589,0.854391596,1.502832861,1.049488618,1.079248065,0.336677486,0.376443418,0.808180894,0.772763262,1.138037866,1.10222709,1.090729132,1.112790269,0.335592417,0.290379147,0.318909953
Non-draught cattle,0.743320611,0.676170363,0.889822372,0.83047477,0.986691509,0.901754386,0.328852616,0.951488706,0.874836345,0.929414784,0.859387274,1.575008243,1.094619105,1.093635455,0.364652648,0.414147521,0.869179069,0.815809098,1.179071247,1.175994368,1.120616687,1.113295568,0.401971154,0.328028846,0.365240385
Non-draught cattle,0.688940862,0.645254421,0.832211419,0.801573205,0.941873589,0.891869001,0.318125156,0.956721124,0.889358108,0.936658068,0.896959459,1.60683425,1.029291339,1.109331476,0.360045147,0.401889764,0.814759412,0.808424258,1.115268961,1.140021653,1.051338583,1.099930362,0.324618834,0.291345291,0.310224215
Non-draught cattle,0.624678663,0.631949883,0.784329564,0.773187415,0.906911582,0.886171214,0.326332795,0.903255814,0.842073897,0.87379845,0.838796186,1.459728868,0.965729952,1.060263653,0.377334994,0.415352981,0.758750673,0.770177839,1.069775982,1.106499608,0.998286498,1.06440678,0.311895735,0.26549763,0.294881517
Non-draught cattle,0.687173177,0.622429306,0.80484364,0.791969037,0.915730337,0.881292059,0.279567364,0.902214022,0.862032649,0.897469689,0.859399684,1.517560664,0.96159277,1.029003783,0.318084537,0.335780853,0.800611333,0.789550073,1.052906798,1.052056555,0.96667608,1.032156368,0.357963801,0.298461538,0.330995475
Non-draught cattle,0.709177592,0.729835212,0.833526346,0.835304823,0.944553806,0.912827312,0.316734221,0.939928175,0.903543307,0.912830558,0.863188976,1.42692466,1.069216061,1.098080134,0.358923885,0.418355641,0.809496236,0.79799818,1.14382201,1.194275802,1.100956023,1.149415693,0.304292929,0.256313131,0.299646465
Non-draught cattle,0.679794521,0.68481772,0.786130914,0.774313792,0.884433102,0.826102675,0.271548931,0.871721164,0.823423423,0.866690622,0.811531532,1.455951265,0.990147783,1.070851165,0.305504922,0.344006568,0.781594297,0.763131142,1.038527397,1.054453161,0.99589491,1.086543034,0.30198895,0.261823204,0.282375691
Non-draught cattle,0.721447254,0.721327968,0.918332185,0.897751994,1.027767065,0.949386503,0.348035837,1.025789069,0.964174455,1.011547344,0.921339564,1.606031594,1.112145578,1.129355609,0.38951022,0.427422768,0.905582357,0.85786802,1.161726242,1.245472837,1.127803639,1.181861575,0.30967033,0.271153846,0.301593407
Non-draught cattle,0.6888339,0.658295012,0.874873865,0.812048193,0.986348123,0.87230371,0.313067608,0.950397369,0.850294365,0.920252124,0.870199047,1.583988028,1.020979021,1.06630024,0.352957907,0.377318334,0.847124117,0.831057564,1.072687906,1.072868765,1.054423837,1.041909997,0.360943396,0.295613208,0.331084906
Non-draught cattle,0.868402025,0.785471056,1.008599168,0.88740458,1.180902891,0.966735967,0.342302358,1.099485939,0.972512698,1.041729664,0.939049895,1.896099025,1.208347948,1.103194103,0.400779474,0.432830586,0.955617198,0.856870229,1.314533623,1.231555051,1.275341985,1.142506143,0.424321608,0.309396985,0.360603015
Non-draught cattle,0.678189049,0.629439891,0.8059092,0.810123395,0.928334256,0.880405036,0.273360557,0.918926322,0.870635995,0.907148726,0.864140731,1.560474816,0.976415094,1.090505464,0.314886552,0.335495283,0.79558011,0.804079577,1.026307739,1.098702186,0.989091981,1.098702186,0.35716895,0.288949772,0.314246575
Non-draught cattle,0.708439898,0.67491494,0.832023355,0.773938573,0.976027397,0.870459741,0.272176061,0.937025797,0.862789527,0.906929691,0.865055388,1.505221932,0.981927711,1.091140044,0.319283456,0.331872946,0.805299798,0.775971093,1.052855925,1.060006186,1.014512596,1.088281994,0.354355556,0.278488889,0.338711111
Non-draught cattle,0.669565217,0.681596091,0.827586207,0.821675173,0.907983328,0.853978159,0.310052601,0.881419234,0.840860215,0.873638344,0.834101382,1.642301711,1.032744665,1.075673534,0.340173132,0.390360559,0.820280538,0.815070549,1.070699433,1.114413681,1.041942605,1.084389857,0.303696682,0.266303318,0.281374408
Non-draught cattle,0.659063625,0.648939641,0.805911101,0.749881573,0.932166891,0.835797254,0.294856877,0.926679154,0.830753083,0.905004014,0.85305694,1.55789111,0.977739231,1.032391235,0.341049798,0.366290836,0.78706074,0.770014211,1.039315726,1.032952692,1.001156404,1.005398539,0.347818182,0.296863636,0.316454545
Non-draught cattle,0.650541272,0.624374553,0.784381995,0.760448522,0.909982689,0.850384725,0.306142751,0.905801264,0.833985467,0.881102814,0.811347121,1.510390084,0.928290469,1.028703047,0.355164455,0.372465961,0.76299428,0.73980632,1.066982409,1.066476054,0.954311649,1.057406095,0.313090909,0.255636364,0.296181818
Non-draught cattle,0.670798065,0.62201279,0.827134001,0.77712322,0.969265158,0.868825467,0.298044826,0.959878251,0.846071619,0.924460432,0.827365045,1.476752022,0.941657272,1.048780488,0.34925957,0.352311161,0.796614211,0.75994109,1.048669891,1.065634467,0.977733935,1.072493225,0.335339367,0.283529412,0.317918552
Non-draught cattle,0.664033264,0.597300827,0.765597148,0.765924067,0.862449799,0.829144022,0.291146762,0.862161258,0.812853813,0.867179659,0.820512821,1.419763169,1.012895662,1.122551253,0.327978581,0.382962095,0.770053476,0.773140885,1.071517672,1.062690466,1.007033998,1.112072893,0.292060302,0.226532663,0.266532663
Non-draught cattle,0.723904524,0.694112967,0.838824822,0.796280401,0.928853755,0.858156028,0.280889621,0.93568147,0.850290254,0.919448698,0.853956615,1.759153784,0.997673646,1.0591133,0.311036789,0.33998006,0.824272378,0.799713877,1.088350552,1.107000796,1.015287471,1.054566124,0.331512195,0.281365854,0.315560976
Non-draught cattle,0.731218198,0.687686691,0.884332024,0.815480649,0.9646397,0.887741234,0.284381139,0.979597388,0.893081761,0.947225245,0.878042111,1.571149463,1.015752625,1.110304288,0.310206268,0.337806301,0.855108055,0.801747815,1.077821012,1.083969466,1.050466744,1.129322268,0.331851852,0.289012346,0.302962963
Non-draught cattle,0.665658602,0.640437158,0.820267204,0.792567211,0.91020979,0.900569033,0.320897404,0.933180384,0.872099768,0.889303126,0.879060325,1.566591422,0.997426825,1.115568642,0.356083916,0.409456417,0.781699017,0.798892989,1.093413978,1.095446266,1.046638791,1.10673537,0.345235849,0.265849057,0.312830189
Non-draught cattle,0.683578104,0.675382891,0.820552947,0.78429263,0.93994622,0.844727694,0.286384977,0.942480527,0.852880959,0.926003595,0.82626499,1.630847953,0.986594319,1.014727011,0.328054975,0.350462815,0.806207616,0.759817106,1.050066756,1.089279044,1.004149378,1.047413793,0.308883721,0.275023256,0.298976744
Non-draught cattle,0.651408451,0.645682835,0.840412164,0.791623844,0.921974083,0.861095584,0.32897713,0.944365998,0.845963756,0.927421632,0.827018122,1.618902439,1.001830384,1.073031706,0.360904329,0.399328859,0.825332998,0.77389517,1.070422535,1.059855521,1.020134228,1.09761311,0.393115578,0.337788945,0.350301508
Non-draught cattle,0.670543854,0.661956906,0.869315342,0.837487284,0.935466523,0.884026846,0.336331834,0.913363087,0.857998958,0.862956156,0.819697759,1.568596352,1.034949622,1.086325967,0.361925249,0.423803526,0.82133933,0.800101729,1.093681232,1.163193218,1.095403023,1.137085635,0.364782609,0.284879227,0.343574879
Non-draught cattle,0.65562249,0.673875131,0.859573388,0.849831125,0.96659052,0.912412831,0.362112748,0.942634364,0.905091312,0.921470343,0.878527947,1.526526527,1.04881141,1.084728391,0.407195888,0.451980983,0.840274251,0.824889582,1.132864793,1.140913847,1.072900158,1.117526478,0.332974138,0.276163793,0.307887931
Chillingham,0.682596934,0.727526782,0.896161755,0.878378378,1.020288724,0.965714286,0.377313228,1.004996157,0.961319681,0.960415065,0.902161547,1.487733072,1.128216704,1.100879223,0.429574717,0.497065463,0.856408499,0.824324324,1.178990081,1.18071728,1.180586907,1.173068024,0.298813559,0.27259887,0.315875706
Chillingham,0.69894447,0.712541099,0.896117166,0.894460028,1.008819018,0.974035892,0.377384196,0.993204983,0.965191071,0.937334843,0.897086644,1.467982667,1.120993228,1.10227801,0.424846626,0.500225734,0.845708447,0.831346424,1.207434603,1.198215124,1.187810384,1.185960019,0.302960894,0.273463687,0.311899441
Chillingham,0.640193067,0.653758542,0.89294238,0.876035912,0.998475029,0.945583302,0.395499489,0.987929083,0.93997777,0.932101094,0.872915895,1.45113144,1.067847882,1.060306031,0.442241708,0.501296456,0.8424821,0.813535912,1.14918824,1.155808656,1.131806396,1.141764176,0.302914286,0.272628571,0.317657143
Chillingham,0.702734839,0.763114072,0.922026699,0.919777846,1.059993024,1.018796992,0.384101942,1.035081744,0.989051095,0.990463215,0.928666224,1.494395516,1.134165367,1.154226804,0.441576561,0.49375975,0.882281553,0.863622339,1.20451843,1.241049126,1.18525741,1.229278351,0.340797872,0.28462766,0.341542553
Chillingham,0.729158357,0.785802724,0.948989114,0.962216625,1.052795031,1.041226576,0.380404355,1.03248731,1.002624672,0.968527919,0.968832021,1.547063556,1.103740841,1.183092949,0.422015183,0.471654454,0.890202177,0.929785894,1.216992421,1.261246389,1.176629387,1.224358974,0.340962567,0.289572193,0.348877005
Chillingham,0.66192026,0.684232194,0.918534891,0.867709352,1.047910663,0.969774217,0.404799495,1.022136332,0.961719032,0.952916374,0.890574215,1.416666667,1.089594215,1.002846686,0.461815562,0.515066292,0.856330913,0.803519062,1.183482506,1.096335941,1.168742467,1.082960553,0.339217877,0.284022346,0.333128492
Chillingham,0.697751873,0.718505647,0.916931891,0.932181285,1.05030988,1.012393768,0.383513686,1.001042391,0.997209627,0.968728284,0.945936519,1.463930886,1.133794225,1.132359081,0.439300036,0.4900366,0.887332909,0.884251712,1.199417152,1.24196351,1.171614477,1.193736952,0.322747253,0.285384615,0.336923077
Chillingham,0.658000896,0.646602827,0.871963914,0.878863233,0.990930599,0.9585432,0.36259542,0.962466488,0.949712092,0.90693221,0.892130518,1.366360561,1.051043054,1.044025157,0.412066246,0.46382601,0.821651631,0.825577265,1.126400717,1.128134975,1.115401687,1.111410602,0.284033149,0.255303867,0.29441989
Chillingham,0.74311491,0.705625606,0.901504298,0.918144097,1.026927785,0.988225741,0.340974212,1.000795229,0.957137239,0.933200795,0.899724735,1.381701918,1.093153237,1.050505051,0.388412893,0.443409408,0.840616046,0.863070539,1.195156695,1.180407371,1.172333489,1.117539027,0.291638418,0.256045198,0.29920904
Chillingham,0.722725107,0.744584383,0.911817853,0.903021261,1.030637255,0.980558931,0.363570654,1.010412495,0.974245473,0.962755306,0.882897384,1.369929692,1.169829684,1.106404438,0.410947712,0.489537713,0.868810987,0.818351361,1.202000953,1.219647355,1.227737226,1.220877458,,,
Chillingham,0.694070081,0.720363289,0.881509962,0.908129785,0.978277735,0.970771629,0.34148899,0.961494472,0.944275967,0.916507815,0.896133434,1.489648033,1.11090573,1.101071262,0.37897595,0.451478743,0.840265641,0.861830113,1.132973944,1.190726577,1.165434381,1.160223568,0.30299435,0,0.306101695
Chillingham,0.755766621,0.70508167,0.89952957,0.86770692,1.023709369,0.953410362,0.338037634,1.011715797,0.945656192,0.951625094,0.881330869,1.426082863,1.105355575,1.060026679,0.384703633,0.441615452,0.846102151,0.808683853,1.21076436,1.16061706,1.175153644,1.137394398,0.310163934,0.266174863,0.308142077
Chillingham,0.731685393,0.768421053,0.92709393,0.915434857,1.053158706,1,0.375042387,1.026276276,0.986661727,0.963213213,0.927751019,1.379229323,1.119546248,1.151793928,0.426040062,0.482547993,0.870125466,0.860776899,1.228764045,1.218764302,1.192844677,1.224931003,0.298010753,0.264032258,0.307956989
Chillingham,0.672374944,0.734468477,0.900239973,0.903799233,1.031421838,1,0.388755571,1.017435103,0.983314372,0.944982565,0.918467956,1.484092022,1.069267865,1.087561742,0.445404556,0.497150373,0.836133013,0.844196584,1.183415953,1.193281178,1.151249452,1.164346655,0.291833333,0.265111111,0.313444444
Chillingham,0.691793042,0.685245902,0.878985259,0.873680507,0.984261036,0.950976637,0.347274597,0.962823883,0.949159021,0.911753661,0.90175841,1.473604827,1.094186571,1.080128205,0.388867562,0.456511942,0.832362016,0.830049261,1.143621766,1.162997658,1.155475439,1.136904762,0.293483146,0.266910112,0.305393258
Chartley,0.807901907,0.788120246,0.922895975,0.901234568,1.044056771,1.004979496,0.302927339,1.030347242,0.979446189,0.996206595,0.926348844,1.621759891,1.091432225,1.211272863,0.342696629,0.370524297,0.892315734,0.8523772,1.202656676,1.242665701,1.128836317,1.280701754,0.360380952,0.316952381,0.355
Chartley,0.870486656,0.763510592,0.949668475,0.910308315,1.065967524,0.992192804,0.28119349,1.041997354,0.972388556,0.98776455,0.951097804,1.672448568,1.128021148,1.233390854,0.315629229,0.35234139,0.900241109,0.89037683,1.236656201,1.263726762,1.189954683,1.261000863,0.35016129,0.319139785,0.348602151
Chartley,0.751560549,0.728171896,0.873568591,0.841311012,0.987843552,0.926512594,0.310820285,0.985239852,0.908119114,0.932261465,0.890048358,1.555102041,1.053619303,1.156033058,0.351479915,0.396187072,0.826594999,0.824569677,1.166666667,1.21691678,1.113494191,1.179504132,0.381028037,0.330186916,0.360841121
Non-draught cattle,0.756880734,0.744091581,0.861859482,0.833826297,0.974611708,0.939412299,0.295298468,0.994210847,0.925395404,0.946678854,0.891972546,1.495758023,1.095943563,1.133055345,0.333930705,0.394356261,0.820655045,0.803710675,1.151376147,1.145125554,1.150970018,1.175511751,0.322878049,0.289902439,0.334
Non-draught cattle,0.762304464,0.682319314,0.931587057,0.8647631,1.027532291,0.908371786,0.31587057,1.007666667,0.901537455,0.975333333,0.900556101,1.414779499,1.121932515,1.1168357,0.348402447,0.393021472,0.901694915,0.863821776,1.153376574,1.125357289,1.159125767,1.118052738,0.298502415,0.260241546,0.290386473
Romanian Grey & Brown (draught),0.788467565,0.763779528,0.902146319,0.863636364,1.01796875,0.936757873,0.321486268,1.002307692,0.909751817,0.97974359,0.909250439,1.61640878,1.079073708,1.142722117,0.362760417,0.393391697,0.881837064,0.8631604,1.225007835,1.242382746,1.103925445,1.143352237,0.389076035,0.34427334,0.386669875
Romanian Grey & Brown (draught),0.840604505,0.881386861,0.932715118,0.923784494,1.033946928,0.982987649,0.296959241,1.012643409,0.961696306,0.940060876,0.919060648,1.663366337,1.061607615,1.163347763,0.329189577,0.364093072,0.865861548,0.88282961,1.23324779,1.282846715,1.143574828,1.217316017,0.383706816,0.344537815,0.40681606
Romanian Grey & Brown (draught),0.843149222,0.920634921,0.934328358,0.976874391,1.059911435,1.039906712,0.299885189,1.06379085,1.007026349,1.021176471,0.913927227,1.673782772,1.096267191,1.147448015,0.340192759,0.366545046,0.896900115,0.886562804,1.241684468,1.327050265,1.142015156,1.264335224,0.372450392,0.31702815,0.382464236
Romanian Grey & Brown (draught),0.792792793,0.76327664,0.90213696,0.86497996,1.000269251,0.917618921,0.303788247,0.985934183,0.897815913,0.947983015,0.891315653,1.569476082,1.059940653,1.156545209,0.336833603,0.371216617,0.867411365,0.858717435,1.195302445,1.198542173,1.102373887,1.164979757,0.371137835,0.312164662,0.346901018
Romanian Grey & Brown (draught),0.783068783,0.787270841,0.919713628,0.925396413,1.014382403,1.009070295,0.314241882,1.002229033,0.979636764,0.986068543,0.96367639,1.580265096,1.112893082,1.176352032,0.346587704,0.386477987,0.904883661,0.91031973,1.189484127,1.231407817,1.131132075,1.195834733,0.351329535,0.327397911,0.358309592
Romanian Grey & Brown (draught),0.801521667,0.796616144,0.928261425,0.89004419,1.040939021,0.979405034,0.309675772,1.023936919,0.93988471,1.007603492,0.921767774,1.695652174,1.089856838,1.129119032,0.34726596,0.369479135,0.913454174,0.872887965,1.202778697,1.206908706,1.107523606,1.151311365,0.341900452,0.305294118,0.336651584
Romanian Grey & Brown (draught),0.75960347,0.836111111,0.854186047,0.854480287,0.957008859,0.92093742,0.283953488,0.958507307,0.910155256,0.94545929,0.910155256,1.671516915,1.060286801,1.212614446,0.318134445,0.357330992,0.84255814,0.854480287,1.137856258,1.241666667,1.07491952,1.212614446,0.362943024,0.328353522,0.342664872
Romanian Grey & Brown (draught),0.881716678,0.859375,0.980292943,0.910766765,1.07883939,0.98469093,0.307323569,1.088087496,0.988115942,0.982855454,0.945507246,1.651587302,1.123690436,1.211288526,0.338218054,0.38999662,0.885486019,0.871493454,1.284368458,1.299161585,1.244001352,1.265874489,0.347453477,0.315768854,0.360186092
Romanian Grey & Brown (draught),0.931853704,0.828776487,1.024236549,0.882787491,1.119470199,0.947911158,0.301745032,1.128136679,0.944166447,1.007741591,0.925467474,1.881441302,1.166563659,1.172114743,0.329801325,0.38473424,0.914929714,0.865304112,1.321037824,1.225222146,1.305933251,1.195797198,0.386442953,0.325324385,0.362729306
Romanian Grey & Brown (draught),0.740774077,0.810618323,0.886306676,0.956030754,0.999486125,1.033775006,0.323763955,0.984560871,0.994501375,0.966084536,0.954261435,1.633600534,1.075817362,1.197240514,0.365107914,0.400507328,0.869674185,0.917347429,1.167116712,1.288119132,1.096392334,1.24772656,0.363048106,0.333503619,0.355938697
Romanian Grey & Brown (draught),1.039535613,0.903605855,1.112693653,1.042315042,1.340054168,1.156268928,0.284857571,1.256489842,1.091480846,1.135440181,1.062893082,1.597232338,1.119643851,1.26894198,0.343063497,0.317195326,1.005497251,1.015015015,1.397238783,1.363084613,1.23900946,1.303071672,0.379424671,0.362018528,0.411799122
Romanian Grey & Brown (draught),0.921646746,0.761034483,1.069761202,0.971888646,1.142406877,1.045814978,0.324926214,1.125635234,1.01917573,1.02173913,0.969089868,1.690343176,1.165164198,1.244395443,0.346991404,0.389890534,0.97102227,0.924126638,1.323705179,1.227931034,1.283644559,1.308710033,0.337882883,0.303153153,0.352342342
Romanian Grey & Brown (draught),0.964671954,0.822456425,1.046018187,0.913608784,1.171243443,1.01184,0.308624966,1.177784673,0.994652406,1.067949116,1.012582573,1.603000811,1.199303136,1.272835113,0.345572354,0.390243902,0.948470653,0.930078012,1.368421053,1.281718687,1.322648084,1.25029656,0.334641806,0.312708538,0.353140334
Romanian Grey & Brown (non-draught),0.663504111,0.679716504,0.812352106,0.786519549,0.930856833,0.872074468,0.315901562,0.936187619,0.870916335,0.950095446,0.882071713,1.439597315,1.024103469,1.082111437,0.361984816,0.392416226,0.824420256,0.796593907,1.08570525,1.106648667,1.009112287,1.068426197,0.335133986,0.306550404,0.309017439
Romanian Grey & Brown (non-draught),0.698214286,0.728140512,0.843989071,0.851487928,0.937196602,0.910537376,0.309836066,0.932106216,0.883483833,0.936632468,0.885814157,1.504518664,1.085314685,1.150586455,0.344053398,0.396503497,0.848087432,0.853733857,1.103214286,1.158075601,1.08006993,1.147559591,0.324903475,0.299662162,0.315926641
Romanian Grey & Brown (non-draught),0.710029791,0.660283688,0.832418238,0.847749115,0.949618736,0.935006974,0.320362855,0.946525516,0.898177921,0.951140065,0.883172562,1.332713063,1.070904645,1.089226702,0.36546841,0.410146699,0.836476486,0.833586242,1.154253558,1.188652482,1.065709046,1.107732981,0.340915149,0.310750777,0.322301199
Romanian Grey & Brown (non-draught),0.772759104,0.779201206,0.907712766,0.896542336,1.016076213,0.975125851,0.320744681,1.01728763,0.951734104,1.023845007,0.95433526,1.498264558,1.173957621,1.252655539,0.359035427,0.412166781,0.91356383,0.898992649,1.195028011,1.240768651,1.166438824,1.249241275,0.343426673,0.325154248,0.334978643
Romanian Grey & Brown (non-draught),0.749245726,0.705278073,0.851716581,0.818974104,0.974101921,0.916155989,0.30752374,0.988414806,0.913611111,0.984458887,0.930833333,1.496551724,1.062519061,1.140571818,0.351712615,0.385178408,0.848307767,0.834412351,1.172644988,1.165072618,1.066788655,1.119469027,0.3461503,0.33725219,0.335546335
Romanian Grey & Brown (non-draught),0.718361866,0.66234676,0.845275686,0.810579345,0.966129928,0.892896781,0.325479718,0.950819672,0.864821285,0.947540984,0.871002419,1.30623608,1.060874885,1.073889993,0.372015547,0.409911288,0.842360942,0.816372796,1.168177241,1.127145359,1.064545733,1.066269052,0.344664566,0.312877082,0.316073841